Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3551,CA-2022-101775,11/22/2022,11/26/2022,Standard Class,CG-10019,Harold Hoffman,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-LAB-10001751,Office Supplies,Labels,Labels Model P-618,69.44,2,0.0,26.83
3552,CA-2024-101776,11/25/2024,12/02/2024,Standard Class,CG-10184,Emily Flanagan,Home Office,United States,Buffalo,New York,14215,East,OFF-SUP-10001752,Office Supplies,Supplies,Supplies Model Q-655,38.8,2,0.0,6.24
3553,CA-2022-101776,11/01/2022,11/06/2022,Second Class,CG-10359,Sarah Rodriguez,Consumer,United States,Portland,Oregon,97201,West,OFF-LAB-10001753,Office Supplies,Labels,Labels Model R-692,79.65,3,0.0,33.57
3554,CA-2021-101777,10/05/2021,10/09/2021,Standard Class,CG-10401,Brosina Connell,Consumer,United States,San Diego,California,92037,West,FUR-BOO-10001754,Furniture,Bookcases,Bookcases Model S-729,442.74,2,0.0,64.63
3555,CA-2023-101777,12/19/2023,12/23/2023,Standard Class,CG-10428,Zuschuss Allen,Corporate,United States,Louisville,Kentucky,40214,South,OFF-PAP-10001755,Office Supplies,Paper,Paper Model T-766,150.24,4,0.0,53.35
3556,CA-2021-101778,12/13/2021,12/17/2021,Second Class,CG-10461,Zuschuss Davis,Corporate,United States,San Diego,California,92037,West,FUR-BOO-10001756,Furniture,Bookcases,Bookcases Model U-803,498.24,2,0.0,57.03
3557,CA-2024-101778,04/24/2024,04/29/2024,Standard Class,CG-10309,William Barstow,Home Office,United States,Tampa,Florida,33612,South,FUR-FUR-10001757,Furniture,Furnishings,Furnishings Model V-840,187.42,3,0.2,3.48
3558,CA-2021-101779,08/21/2021,08/28/2021,Standard Class,CG-10067,Alejandro Martinez,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-MAC-10001758,Technology,Machines,Machines Model W-877,1527.12,3,0.0,250.4
3559,CA-2024-101779,08/21/2024,08/24/2024,Second Class,CG-10739,Daniel Smith,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-STO-10001759,Office Supplies,Storage,Storage Model X-914,513.4,2,0.0,131.66
3560,CA-2022-101780,05/31/2022,06/05/2022,Standard Class,CG-10690,Ashley Hoffman,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-STO-10001760,Office Supplies,Storage,Storage Model Y-951,84.16,1,0.0,9.22
3561,CA-2021-101780,08/17/2021,08/21/2021,Standard Class,CG-10567,Zuschuss Barstow,Home Office,United States,Columbus,Ohio,43229,East,TEC-COP-10001761,Technology,Copiers,Copiers Model Z-988,4748.12,4,0.0,2236.84
3562,CA-2024-101781,10/17/2024,10/21/2024,Standard Class,CG-10734,Brosina Allen,Consumer,United States,Los Angeles,California,90036,West,TEC-ACC-10001762,Technology,Accessories,Accessories Model A-1025,538.2,4,0.0,201.27
3563,CA-2021-101781,02/01/2021,02/07/2021,Standard Class,CG-10502,Matt Anderson,Consumer,United States,Seattle,Washington,98103,West,TEC-ACC-10001763,Technology,Accessories,Accessories Model B-1062,985.68,9,0.0,344.94
3564,CA-2024-101782,10/10/2024,10/11/2024,First Class,CG-10225,Alejandro Allen,Corporate,United States,San Antonio,Texas,78207,Central,OFF-ART-10001764,Office Supplies,Art,Art Model C-100,38.17,1,0.2,-0.46
3565,CA-2024-101782,01/16/2024,01/22/2024,Standard Class,CG-10408,Ashley Ballentine,Home Office,United States,New York City,New York,10024,East,OFF-APP-10001765,Office Supplies,Appliances,Appliances Model D-137,561.36,2,0.0,120.38
3566,CA-2022-101783,02/16/2022,02/21/2022,Second Class,CG-10361,William Gutenberg,Consumer,United States,Phoenix,Arizona,85023,West,TEC-ACC-10001766,Technology,Accessories,Accessories Model E-174,207.77,1,0.0,74.31
3567,CA-2021-101783,10/22/2021,10/26/2021,Standard Class,CG-10675,Lisa Rodriguez,Corporate,United States,Tampa,Florida,33612,South,TEC-MAC-10001767,Technology,Machines,Machines Model F-211,1877.5,2,0.0,144.04
3568,CA-2024-101784,07/01/2024,07/04/2024,First Class,CG-10780,Daniel Black,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-MAC-10001768,Technology,Machines,Machines Model G-248,617.45,2,0.6,-399.07
3569,CA-2023-101784,10/06/2023,10/11/2023,Standard Class,CG-10410,Jessica Anderson,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-ART-10001769,Office Supplies,Art,Art Model H-285,123.36,3,0.0,31.25
3570,CA-2021-101785,11/07/2021,11/13/2021,Standard Class,CG-10063,Claire Gutenberg,Consumer,United States,Baltimore,Maryland,21215,East,OFF-ENV-10001770,Office Supplies,Envelopes,Envelopes Model I-322,138.0,5,0.0,62.96
3571,CA-2021-101785,12/09/2021,12/15/2021,Standard Class,CG-10029,Sandra Martinez,Consumer,United States,Chicago,Illinois,60610,Central,TEC-COP-10001771,Technology,Copiers,Copiers Model J-359,9853.52,4,0.0,4263.29
3572,CA-2024-101786,10/11/2024,10/16/2024,Second Class,CG-10157,Emily Hoffman,Consumer,United States,Los Angeles,California,90036,West,OFF-STO-10001772,Office Supplies,Storage,Storage Model K-396,85.07,2,0.15,1.22
3573,CA-2021-101786,11/09/2021,11/14/2021,Second Class,CG-10051,Eric Wilson,Home Office,United States,San Diego,California,92037,West,FUR-BOO-10001773,Furniture,Bookcases,Bookcases Model L-433,306.94,3,0.2,-48.97
3574,CA-2021-101787,11/20/2021,11/24/2021,Second Class,CG-10130,Robert Martinez,Consumer,United States,Louisville,Kentucky,40214,South,FUR-BOO-10001774,Furniture,Bookcases,Bookcases Model M-470,119.68,1,0.8,-134.03
3575,CA-2021-101787,05/11/2021,05/11/2021,Same Day,CG-10550,Claire Ballentine,Home Office,United States,Baltimore,Maryland,21215,East,OFF-SUP-10001775,Office Supplies,Supplies,Supplies Model N-507,620.42,9,0.2,-39.31
3576,CA-2021-101788,12/14/2021,12/21/2021,Standard Class,CG-10207,Maria Black,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ART-10001776,Office Supplies,Art,Art Model O-544,22.64,5,0.7,-14.96
3577,CA-2022-101788,01/03/2022,01/07/2022,Standard Class,CG-10612,John Johnson,Corporate,United States,Tampa,Florida,33612,South,OFF-ART-10001777,Office Supplies,Art,Art Model P-581,12.5,1,0.2,0.51
3578,CA-2022-101789,12/03/2022,12/07/2022,Standard Class,CG-10027,Matt Flanagan,Consumer,United States,San Diego,California,92037,West,OFF-ART-10001778,Office Supplies,Art,Art Model Q-618,601.44,8,0.0,138.36
3579,CA-2024-101789,04/24/2024,04/29/2024,Standard Class,CG-10659,Lisa Williams,Corporate,United States,San Francisco,California,94109,West,FUR-BOO-10001779,Furniture,Bookcases,Bookcases Model R-655,151.74,2,0.0,-2.95
3580,CA-2023-101790,08/17/2023,08/20/2023,First Class,CG-10679,Maria Brown,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ENV-10001780,Office Supplies,Envelopes,Envelopes Model S-692,110.31,3,0.0,49.84
3581,CA-2023-101790,03/06/2023,03/13/2023,Standard Class,CG-10523,David Hoffman,Home Office,United States,San Francisco,California,94109,West,FUR-TAB-10001781,Furniture,Tables,Tables Model T-729,3042.51,3,0.0,-80.17
3582,CA-2022-101791,11/12/2022,11/18/2022,Standard Class,CG-10385,David Barstow,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-APP-10001782,Office Supplies,Appliances,Appliances Model U-766,560.84,7,0.0,122.0
3583,CA-2024-101791,10/24/2024,10/27/2024,Second Class,CG-10310,Tracy Allen,Consumer,United States,Newark,New Jersey,07102,East,OFF-ART-10001783,Office Supplies,Art,Art Model V-803,38.58,2,0.0,10.88
3584,CA-2023-101792,06/26/2023,07/01/2023,Second Class,CG-10109,William Jones,Corporate,United States,San Diego,California,92037,West,FUR-TAB-10001784,Furniture,Tables,Tables Model W-840,2780.46,3,0.0,247.14
3585,CA-2021-101792,02/12/2021,02/16/2021,Standard Class,CG-10647,Ashley Gutenberg,Consumer,United States,Dallas,Texas,75220,Central,TEC-PHO-10001785,Technology,Phones,Phones Model X-877,4318.02,6,0.0,1013.68
3586,CA-2022-101793,05/24/2022,05/25/2022,First Class,CG-10569,Andrew Flanagan,Consumer,United States,Baltimore,Maryland,21215,East,OFF-FAS-10001786,Office Supplies,Fasteners,Fasteners Model Y-914,77.46,6,0.0,27.29
3587,CA-2023-101793,05/17/2023,05/22/2023,Second Class,CG-10607,Eric Blumstein,Corporate,United States,Denver,Colorado,80219,West,OFF-SUP-10001787,Office Supplies,Supplies,Supplies Model Z-951,346.59,3,0.0,3.48
3588,CA-2024-101794,07/03/2024,07/08/2024,Second Class,CG-10706,Robert Allen,Corporate,United States,Los Angeles,California,90036,West,OFF-ART-10001788,Office Supplies,Art,Art Model A-988,192.0,3,0.0,66.65
3589,CA-2022-101794,04/03/2022,04/07/2022,Standard Class,CG-10285,Alejandro Wilson,Consumer,United States,Indianapolis,Indiana,46203,Central,FUR-BOO-10001789,Furniture,Bookcases,Bookcases Model B-1025,163.38,3,0.3,-55.05
3590,CA-2023-101795,09/06/2023,09/12/2023,Standard Class,CG-10121,Daniel Miller,Consumer,United States,Richmond,Virginia,23223,South,OFF-SUP-10001790,Office Supplies,Supplies,Supplies Model C-1062,635.88,3,0.0,65.6
3591,CA-2022-101795,11/07/2022,11/08/2022,First Class,CG-10266,Lisa Smith,Consumer,United States,Detroit,Michigan,48205,Central,FUR-BOO-10001791,Furniture,Bookcases,Bookcases Model D-100,897.68,7,0.0,39.49
3592,CA-2022-101796,05/23/2022,05/27/2022,Second Class,CG-10758,Pete Davis,Consumer,United States,Columbus,Ohio,43229,East,FUR-FUR-10001792,Furniture,Furnishings,Furnishings Model E-137,244.1,2,0.0,80.18
3593,CA-2023-101796,01/02/2023,01/07/2023,Standard Class,CG-10689,David Connell,Corporate,United States,Minneapolis,Minnesota,55407,Central,FUR-FUR-10001793,Furniture,Furnishings,Furnishings Model F-174,326.18,2,0.0,61.64
3594,CA-2021-101797,04/26/2021,04/30/2021,Standard Class,CG-10426,Ken Brown,Consumer,United States,Baltimore,Maryland,21215,East,OFF-APP-10001794,Office Supplies,Appliances,Appliances Model G-211,150.08,2,0.15,4.01
3595,CA-2022-101797,01/14/2022,01/18/2022,Standard Class,CG-10303,Ken Hoffman,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-SUP-10001795,Office Supplies,Supplies,Supplies Model H-248,566.64,4,0.0,22.07
3596,CA-2023-101798,09/26/2023,10/02/2023,Standard Class,CG-10731,Alejandro Allen,Corporate,United States,Chicago,Illinois,60610,Central,FUR-FUR-10001796,Furniture,Furnishings,Furnishings Model I-285,133.63,2,0.2,-3.88
3597,CA-2024-101798,02/25/2024,03/03/2024,Standard Class,CG-10162,Sandra Martinez,Corporate,United States,Denver,Colorado,80219,West,OFF-STO-10001797,Office Supplies,Storage,Storage Model J-322,432.68,2,0.0,41.62
3598,CA-2024-101799,03/19/2024,03/26/2024,Standard Class,CG-10266,Lisa Smith,Consumer,United States,Jacksonville,Florida,32216,South,OFF-SUP-10001798,Office Supplies,Supplies,Supplies Model K-359,646.24,6,0.4,-307.62
3599,CA-2024-101799,05/24/2024,05/31/2024,Standard Class,CG-10421,Daniel Kintis,Consumer,United States,Boston,Massachusetts,02116,East,FUR-TAB-10001799,Furniture,Tables,Tables Model L-396,2383.28,4,0.0,98.47
3600,CA-2021-101800,11/20/2021,11/27/2021,Standard Class,CG-10756,Zuschuss Davis,Consumer,United States,Detroit,Michigan,48205,Central,OFF-STO-10000000,Office Supplies,Storage,Storage Model M-433,236.38,2,0.0,35.26
3601,CA-2021-101800,11/05/2021,11/11/2021,Standard Class,CG-10368,William Miller,Consumer,United States,Columbus,Ohio,43229,East,OFF-BIN-10000001,Office Supplies,Binders,Binders Model N-470,58.73,1,0.0,5.85
3602,CA-2024-101801,04/03/2024,04/09/2024,Standard Class,CG-10763,John Garcia,Corporate,United States,Portland,Oregon,97201,West,OFF-BIN-10000002,Office Supplies,Binders,Binders Model O-507,12.83,1,0.1,-2.93
3603,CA-2021-101801,02/23/2021,02/27/2021,Standard Class,CG-10760,Daniel Smith,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-LAB-10000003,Office Supplies,Labels,Labels Model P-544,53.74,2,0.2,10.19
3604,CA-2021-101802,07/23/2021,07/26/2021,Second Class,CG-10373,Robert Jones,Consumer,United States,San Diego,California,92037,West,OFF-PAP-10000004,Office Supplies,Paper,Paper Model Q-581,85.43,1,0.0,27.99
3605,CA-2024-101802,09/05/2024,09/10/2024,Standard Class,CG-10738,David Gutenberg,Corporate,United States,Minneapolis,Minnesota,55407,Central,OFF-SUP-10000005,Office Supplies,Supplies,Supplies Model R-618,212.22,2,0.4,-69.01
3606,CA-2023-101803,10/27/2023,10/31/2023,Second Class,CG-10157,Emily Hoffman,Consumer,United States,Portland,Oregon,97201,West,TEC-ACC-10000006,Technology,Accessories,Accessories Model S-655,224.34,3,0.0,56.11
3607,CA-2023-101803,07/20/2023,07/25/2023,Standard Class,CG-10241,Brosina Davis,Corporate,United States,Portland,Oregon,97201,West,TEC-PHO-10000007,Technology,Phones,Phones Model T-692,2078.22,9,0.1,261.89
3608,CA-2022-101804,04/12/2022,04/16/2022,Second Class,CG-10183,Zuschuss Smith,Corporate,United States,Boston,Massachusetts,02116,East,OFF-PAP-10000008,Office Supplies,Paper,Paper Model U-729,89.47,1,0.0,30.54
3609,CA-2023-101804,12/27/2023,01/02/2024,Standard Class,CG-10054,Andrew Donatelli,Consumer,United States,San Antonio,Texas,78207,Central,OFF-PAP-10000009,Office Supplies,Paper,Paper Model V-766,83.52,2,0.0,33.52
3610,CA-2022-101805,11/26/2022,12/01/2022,Standard Class,CG-10504,Eric Garcia,Corporate,United States,Baltimore,Maryland,21215,East,OFF-LAB-10000010,Office Supplies,Labels,Labels Model W-803,78.6,2,0.0,31.98
3611,CA-2021-101805,11/01/2021,11/01/2021,Same Day,CG-10269,Lisa Smith,Corporate,United States,Columbus,Ohio,43229,East,OFF-APP-10000011,Office Supplies,Appliances,Appliances Model X-840,302.55,3,0.0,85.4
3612,CA-2024-101806,05/26/2024,05/28/2024,First Class,CG-10757,Harold Ballentine,Consumer,United States,Denver,Colorado,80219,West,FUR-BOO-10000012,Furniture,Bookcases,Bookcases Model Y-877,838.82,2,0.0,114.75
3613,CA-2024-101806,10/02/2024,10/02/2024,Same Day,CG-10563,Sandra Donatelli,Corporate,United States,Newark,New Jersey,07102,East,TEC-COP-10000013,Technology,Copiers,Copiers Model Z-914,2970.3,1,0.0,1292.75
3614,CA-2023-101807,01/04/2023,01/08/2023,Second Class,CG-10156,Lisa Brown,Corporate,United States,Newark,New Jersey,07102,East,TEC-MAC-10000014,Technology,Machines,Machines Model A-951,4642.92,3,0.0,175.46
3615,CA-2022-101807,09/11/2022,09/11/2022,Same Day,CG-10237,Jessica Smith,Corporate,United States,Louisville,Kentucky,40214,South,TEC-PHO-10000015,Technology,Phones,Phones Model B-988,3522.88,4,0.0,1216.78
3616,CA-2021-101808,04/18/2021,04/22/2021,Standard Class,CG-10760,Daniel Smith,Consumer,United States,Newark,New Jersey,07102,East,OFF-SUP-10000016,Office Supplies,Supplies,Supplies Model C-1025,305.0,4,0.0,34.1
3617,CA-2024-101808,12/20/2024,12/23/2024,Second Class,CG-10411,Ken Hoffman,Corporate,United States,Memphis,Tennessee,38109,South,FUR-BOO-10000017,Furniture,Bookcases,Bookcases Model D-1062,1962.2,5,0.0,-47.04
3618,CA-2024-101809,03/21/2024,03/27/2024,Standard Class,CG-10077,Emily Allen,Consumer,United States,Houston,Texas,77005,Central,FUR-CHA-10000018,Furniture,Chairs,Chairs Model E-100,671.36,7,0.8,-640.91
3619,CA-2021-101809,11/27/2021,11/29/2021,First Class,CG-10308,Tracy Jones,Consumer,United States,Baltimore,Maryland,21215,East,TEC-MAC-10000019,Technology,Machines,Machines Model F-137,1766.5,2,0.0,182.34
3620,CA-2021-101810,11/08/2021,11/09/2021,First Class,CG-10168,Sandra Brown,Corporate,United States,Columbus,Ohio,43229,East,OFF-LAB-10000020,Office Supplies,Labels,Labels Model G-174,63.12,4,0.0,28.14
3621,CA-2023-101810,02/12/2023,02/16/2023,Standard Class,CG-10004,Ken Martinez,Corporate,United States,Buffalo,New York,14215,East,OFF-LAB-10000021,Office Supplies,Labels,Labels Model H-211,79.44,3,0.0,38.22
3622,CA-2023-101811,12/08/2023,12/13/2023,Standard Class,CG-10286,Eric Martinez,Home Office,United States,Buffalo,New York,14215,East,OFF-APP-10000022,Office Supplies,Appliances,Appliances Model I-248,1595.4,6,0.0,552.06
3623,CA-2021-101811,08/17/2021,08/21/2021,Standard Class,CG-10047,Sarah Rodriguez,Home Office,United States,Miami,Florida,33180,South,FUR-CHA-10000023,Furniture,Chairs,Chairs Model J-285,2335.59,9,0.0,231.4
3624,CA-2023-101812,11/17/2023,11/23/2023,Standard Class,CG-10010,John Miller,Consumer,United States,Phoenix,Arizona,85023,West,OFF-APP-10000024,Office Supplies,Appliances,Appliances Model K-322,2964.18,6,0.0,784.56
3625,CA-2021-101812,05/18/2021,05/21/2021,Second Class,CG-10329,Harold Rodriguez,Corporate,United States,Detroit,Michigan,48205,Central,OFF-STO-10000025,Office Supplies,Storage,Storage Model L-359,1947.18,7,0.2,-325.95
3626,CA-2021-101813,07/04/2021,07/10/2021,Standard Class,CG-10407,Alejandro Hoffman,Corporate,United States,Boston,Massachusetts,02116,East,TEC-MAC-10000026,Technology,Machines,Machines Model M-396,13041.42,7,0.0,-463.39
3627,CA-2022-101813,06/06/2022,06/12/2022,Standard Class,CG-10319,John Gutenberg,Consumer,United States,Buffalo,New York,14215,East,OFF-STO-10000027,Office Supplies,Storage,Storage Model N-433,1604.51,7,0.2,-62.27
3628,CA-2023-101814,05/01/2023,05/08/2023,Standard Class,CG-10305,Eric Johnson,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PAP-10000028,Office Supplies,Paper,Paper Model O-470,178.2,3,0.0,62.43
3629,CA-2022-101814,09/14/2022,09/17/2022,Second Class,CG-10408,Ashley Ballentine,Home Office,United States,Portland,Oregon,97201,West,OFF-STO-10000029,Office Supplies,Storage,Storage Model P-507,183.89,1,0.0,33.91
3630,CA-2022-101815,10/02/2022,10/08/2022,Standard Class,CG-10749,Ashley Hoffman,Consumer,United States,Baltimore,Maryland,21215,East,OFF-ART-10000030,Office Supplies,Art,Art Model Q-544,63.0,3,0.0,25.2
3631,CA-2022-101815,12/05/2022,12/10/2022,Standard Class,CG-10715,Ken Martinez,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-TAB-10000031,Furniture,Tables,Tables Model R-581,6566.14,7,0.0,-1161.96
3632,CA-2022-101816,12/31/2022,12/31/2022,Same Day,CG-10304,Pete Flanagan,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-BIN-10000032,Office Supplies,Binders,Binders Model S-618,325.3,5,0.0,89.83
3633,CA-2022-101816,11/04/2022,11/08/2022,Standard Class,CG-10504,Eric Garcia,Corporate,United States,Tampa,Florida,33612,South,OFF-ENV-10000033,Office Supplies,Envelopes,Envelopes Model T-655,110.66,4,0.3,-6.67
3634,CA-2022-101817,11/02/2022,11/06/2022,Standard Class,CG-10575,Jessica Wilson,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-FAS-10000034,Office Supplies,Fasteners,Fasteners Model U-692,34.13,2,0.4,-7.48
3635,CA-2021-101817,02/12/2021,02/18/2021,Standard Class,CG-10160,William Pawel,Consumer,United States,San Antonio,Texas,78207,Central,OFF-SUP-10000035,Office Supplies,Supplies,Supplies Model V-729,231.4,2,0.0,5.36
3636,CA-2021-101818,03/10/2021,03/16/2021,Standard Class,CG-10500,Emily Pawel,Corporate,United States,New York City,New York,10024,East,FUR-CHA-10000036,Furniture,Chairs,Chairs Model W-766,1130.22,3,0.1,3.0
3637,CA-2021-101818,05/27/2021,06/01/2021,Standard Class,CG-10283,Alejandro Kintis,Home Office,United States,Tampa,Florida,33612,South,TEC-PHO-10000037,Technology,Phones,Phones Model X-803,1377.54,2,0.0,289.84
3638,CA-2021-101819,12/27/2021,12/28/2021,First Class,CG-10473,James Rodriguez,Corporate,United States,Detroit,Michigan,48205,Central,OFF-LAB-10000038,Office Supplies,Labels,Labels Model Y-840,7.49,1,0.0,3.24
3639,CA-2024-101819,09/23/2024,09/27/2024,Second Class,CG-10000,Zuschuss Davis,Home Office,United States,San Francisco,California,94109,West,OFF-FAS-10000039,Office Supplies,Fasteners,Fasteners Model Z-877,87.2,5,0.0,28.82
3640,CA-2023-101820,11/20/2023,11/24/2023,Second Class,CG-10163,Robert Allen,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-SUP-10000040,Office Supplies,Supplies,Supplies Model A-914,235.29,5,0.4,-123.47
3641,CA-2023-101820,10/22/2023,10/25/2023,Second Class,CG-10223,Jessica Williams,Consumer,United States,Los Angeles,California,90036,West,OFF-BIN-10000041,Office Supplies,Binders,Binders Model B-951,276.96,4,0.0,-8.44
3642,CA-2023-101821,03/29/2023,03/30/2023,First Class,CG-10094,Claire Williams,Consumer,United States,Denver,Colorado,80219,West,FUR-TAB-10000042,Furniture,Tables,Tables Model C-988,1051.67,2,0.1,-165.3
3643,CA-2022-101821,10/10/2022,10/17/2022,Standard Class,CG-10611,William Blumstein,Consumer,United States,Dallas,Texas,75220,Central,FUR-FUR-10000043,Furniture,Furnishings,Furnishings Model D-1025,141.13,3,0.1,12.64
3644,CA-2022-101822,10/01/2022,10/07/2022,Standard Class,CG-10567,Zuschuss Barstow,Home Office,United States,Detroit,Michigan,48205,Central,OFF-SUP-10000044,Office Supplies,Supplies,Supplies Model E-1062,779.14,6,0.3,-325.92
3645,CA-2024-101822,07/03/2024,07/09/2024,Standard Class,CG-10157,Emily Hoffman,Consumer,United States,San Diego,California,92037,West,OFF-ART-10000045,Office Supplies,Art,Art Model F-100,64.3,2,0.0,16.71
3646,CA-2021-101823,11/26/2021,12/01/2021,Second Class,CG-10761,Daniel Kintis,Consumer,United States,Buffalo,New York,14215,East,TEC-COP-10000046,Technology,Copiers,Copiers Model G-137,3829.82,2,0.1,1212.42
3647,CA-2024-101823,11/14/2024,11/21/2024,Standard Class,CG-10284,Jessica Rodriguez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-APP-10000047,Office Supplies,Appliances,Appliances Model H-174,1073.16,3,0.0,254.06
3648,CA-2024-101824,06/10/2024,06/15/2024,Standard Class,CG-10093,Zuschuss Allen,Corporate,United States,New York City,New York,10024,East,FUR-FUR-10000048,Furniture,Furnishings,Furnishings Model I-211,505.28,4,0.0,122.11
3649,CA-2023-101824,08/04/2023,08/09/2023,Standard Class,CG-10305,Eric Johnson,Consumer,United States,Miami,Florida,33180,South,FUR-CHA-10000049,Furniture,Chairs,Chairs Model J-248,524.18,2,0.15,-1.67
3650,CA-2024-101825,12/15/2024,12/16/2024,First Class,CG-10224,Robert Kintis,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-FAS-10000050,Office Supplies,Fasteners,Fasteners Model K-285,34.35,5,0.0,14.22
3651,CA-2022-101825,09/16/2022,09/22/2022,Standard Class,CG-10187,Matt Gutenberg,Home Office,United States,Indianapolis,Indiana,46203,Central,OFF-BIN-10000051,Office Supplies,Binders,Binders Model L-322,264.06,6,0.0,87.71
3652,CA-2023-101826,06/28/2023,07/02/2023,Second Class,CG-10399,Lisa Brown,Consumer,United States,Buffalo,New York,14215,East,OFF-LAB-10000052,Office Supplies,Labels,Labels Model M-359,24.9,2,0.15,5.03
3653,CA-2023-101826,03/09/2023,03/09/2023,Same Day,CG-10210,Michael Kintis,Home Office,United States,Baltimore,Maryland,21215,East,OFF-FAS-10000053,Office Supplies,Fasteners,Fasteners Model N-396,74.4,4,0.0,28.54
3654,CA-2022-101827,09/19/2022,09/22/2022,Second Class,CG-10066,Eric Martinez,Consumer,United States,Newark,New Jersey,07102,East,OFF-SUP-10000054,Office Supplies,Supplies,Supplies Model O-433,192.58,2,0.15,-50.08
3655,CA-2021-101827,05/22/2021,05/27/2021,Standard Class,CG-10726,Daniel Barstow,Corporate,United States,Newark,New Jersey,07102,East,OFF-SUP-10000055,Office Supplies,Supplies,Supplies Model P-470,568.68,3,0.0,-7.36
3656,CA-2023-101828,08/09/2023,08/15/2023,Standard Class,CG-10656,Maria Wilson,Corporate,United States,Phoenix,Arizona,85023,West,TEC-COP-10000056,Technology,Copiers,Copiers Model Q-507,2340.06,3,0.15,395.63
3657,CA-2022-101828,12/14/2022,12/18/2022,Standard Class,CG-10454,Tracy Hoffman,Consumer,United States,Miami,Florida,33180,South,OFF-STO-10000057,Office Supplies,Storage,Storage Model R-544,1371.32,4,0.0,132.4
3658,CA-2022-101829,07/12/2022,07/19/2022,Standard Class,CG-10453,Claire Williams,Consumer,United States,Seattle,Washington,98103,West,TEC-MAC-10000058,Technology,Machines,Machines Model S-581,14270.46,6,0.0,221.16
3659,CA-2024-101829,01/03/2024,01/07/2024,Second Class,CG-10073,Zuschuss Davis,Home Office,United States,Los Angeles,California,90036,West,OFF-STO-10000059,Office Supplies,Storage,Storage Model T-618,779.92,4,0.0,144.7
3660,CA-2023-101830,12/08/2023,12/08/2023,Same Day,CG-10051,Eric Wilson,Home Office,United States,San Diego,California,92037,West,TEC-MAC-10000060,Technology,Machines,Machines Model U-655,13132.28,7,0.0,2782.27
3661,CA-2024-101830,11/01/2024,11/04/2024,Second Class,CG-10043,Zuschuss Brown,Consumer,United States,Baltimore,Maryland,21215,East,FUR-FUR-10000061,Furniture,Furnishings,Furnishings Model V-692,46.86,1,0.0,15.31
3662,CA-2023-101831,11/22/2023,11/29/2023,Standard Class,CG-10559,Zuschuss Smith,Corporate,United States,Miami,Florida,33180,South,OFF-SUP-10000062,Office Supplies,Supplies,Supplies Model W-729,43.62,2,0.8,-43.03
3663,CA-2024-101831,05/07/2024,05/10/2024,First Class,CG-10161,Ashley Pawel,Consumer,United States,Detroit,Michigan,48205,Central,OFF-APP-10000063,Office Supplies,Appliances,Appliances Model X-766,691.19,4,0.15,2.35
3664,CA-2024-101832,11/12/2024,11/19/2024,Standard Class,CG-10757,Harold Ballentine,Consumer,United States,Seattle,Washington,98103,West,OFF-BIN-10000064,Office Supplies,Binders,Binders Model Y-803,174.39,2,0.15,-44.84
3665,CA-2024-101832,10/02/2024,10/05/2024,First Class,CG-10487,Tracy Phan,Corporate,United States,Dallas,Texas,75220,Central,OFF-PAP-10000065,Office Supplies,Paper,Paper Model Z-840,32.35,1,0.0,12.68
3666,CA-2021-101833,12/25/2021,12/27/2021,First Class,CG-10421,Daniel Kintis,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-FAS-10000066,Office Supplies,Fasteners,Fasteners Model A-877,108.45,9,0.0,36.68
3667,CA-2023-101833,02/21/2023,02/26/2023,Standard Class,CG-10395,Alejandro Flanagan,Consumer,United States,Jacksonville,Florida,32216,South,OFF-LAB-10000067,Office Supplies,Labels,Labels Model B-914,10.64,1,0.2,2.47
3668,CA-2022-101834,12/24/2022,12/24/2022,Same Day,CG-10171,Tracy Flanagan,Home Office,United States,Memphis,Tennessee,38109,South,OFF-STO-10000068,Office Supplies,Storage,Storage Model C-951,150.01,1,0.15,5.18
3669,CA-2024-101834,11/26/2024,11/29/2024,Second Class,CG-10759,Andrew Donatelli,Corporate,United States,Las Vegas,Nevada,89115,West,OFF-APP-10000069,Office Supplies,Appliances,Appliances Model D-988,896.49,3,0.0,187.78
